state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
LA,2012,35-39,47.9,5.9,34.6,169.4,6600,810,4763,1030,137722
LA,2012,40>,10.2,2,6.7,292.4,1490,290,978,220,145438
LA,2013,<15,5.4,1.7,3,557.6,160,50,90,20,30276
LA,2013,15-17,25.1,3.9,17.4,224.2,2240,350,1550,340,89218
LA,2013,18-19,99.4,11.1,72.6,152.7,5830,650,4261,920,58660
LA,2013,20-24,148.3,17.9,107.2,166.8,26120,3150,18878,4090,176131
LA,2013,25-29,153.1,16.3,112.6,144.4,25680,2730,18898,4050,167768
LA,2013,30-34,110.3,10,82.7,121.3,17920,1630,13437,2850,162416
LA,2013,35-39,49.5,5.7,35.9,159.7,6920,800,5029,1090,139889
LA,2013,40>,10.9,1.9,7.4,256.3,1570,270,1058,240,143691
LA,2014,<15,5.3,1.4,3.2,427.9,160,40,98,20,30969
LA,2014,15-17,22.4,3.3,15.7,209.4,2020,300,1411,310,90027
LA,2014,18-19,93.3,10.6,68,155.3,5290,600,3859,830,56718
LA,2014,20-24,148.3,17.8,107.2,165.8,25690,3080,18584,4020,173284
LA,2014,25-29,158.8,16.5,117.2,140.7,26890,2790,19845,4250,169343
LA,2014,30-34,115.7,10.4,86.9,119.6,19070,1710,14318,3030,164850
LA,2014,35-39,51.4,5.8,37.5,153.6,7370,830,5386,1160,143437
LA,2014,40>,10.6,1.9,7.1,269.5,1490,270,996,230,141267
LA,2015,<15,4.8,1.3,2.8,457,140,40,85,20,30279
LA,2015,15-17,21.7,3.4,15,226,1980,310,1366,300,91127
LA,2015,18-19,89.7,10,65.6,152,5040,560,3689,790,56227
LA,2015,20-24,150.4,18.3,108.5,168.8,25230,3070,18208,3950,167782
LA,2015,25-29,157.7,16.9,115.9,145.6,27050,2900,19887,4270,171547
LA,2015,30-34,117.4,10.5,88.2,119.1,19500,1740,14654,3110,166081
LA,2015,35-39,53.1,6.3,38.5,162.6,7870,930,5706,1230,148273
LA,2015,40>,11.7,2,7.9,252.7,1620,280,1097,250,138258
LA,2016,<15,4.7,1.3,2.7,475.4,140,40,80,20,29504
LA,2016,15-17,19.4,3.8,12.7,295.3,1770,340,1163,270,91317
LA,2016,18-19,83,10,60,166.7,4680,560,3382,730,56344
LA,2016,20-24,146.5,18.5,105.2,175.4,23520,2960,16888,3670,160526
LA,2016,25-29,154.6,17.1,113.2,151.2,26970,2980,19738,4250,174405
LA,2016,30-34,119.3,11.3,89,127.4,19820,1880,14788,3150,166108
LA,2016,35-39,54.2,6.6,39.2,167.3,8290,1000,5990,1300,152855
LA,2016,40>,12.2,1.9,8.5,224.9,1660,260,1149,260,135804
LA,2017,<15,3.4,1,1.9,504.8,100,30,57,10,29407
LA,2017,15-17,NA,NA,11.5,NA,NA,NA,1041,NA,90210
LA,2017,18-19,NA,NA,57.5,NA,NA,NA,3228,NA,56137
LA,2017,20-24,143,17.8,102.9,172.7,22230,2760,15994,3480,155480
LA,2017,25-29,147.7,15.5,108.9,142.5,25700,2700,18939,4060,173990
LA,2017,30-34,118.1,10.6,88.7,119.6,19360,1740,14538,3080,163945
LA,2017,35-39,53.5,5.9,39.2,151.7,8350,930,6107,1310,155918
LA,2017,40>,12.1,2.1,8.2,252.6,1650,280,1114,250,135623
ME,1988,<15,6.3,3.3,2.2,1530.6,50,30,17,NA,7806
ME,1988,15-17,53.7,24.5,22.2,1104,1410,650,586,180,26354
ME,1988,18-19,120.5,35.6,67.7,525.8,2240,660,1261,320,18613
ME,1988,20-24,169.6,29.3,114.5,256.1,7680,1330,5186,1170,45297
ME,1988,25-29,151.6,15.6,112.1,138.8,7630,780,5639,1210,50300
ME,1988,30-34,85.1,8.2,63.4,129.5,4410,430,3285,700,51796
ME,1988,35-39,30.2,4.2,21.3,197.2,1490,210,1051,230,49281
ME,1988,40>,5.9,1.5,3.6,415.1,240,60,147,40,41239
ME,1992,<15,5.6,3.1,1.8,1692.6,50,30,15,NA,8240
ME,1992,15-17,40.9,14.1,21.1,669.4,990,340,509,140,24105
ME,1992,18-19,113.6,29.5,67.6,435.8,1870,490,1116,270,16505
ME,1992,20-24,162,33.5,104.3,321,6810,1410,4388,1020,42073
ME,1992,25-29,161.3,21.2,115,184.3,7090,930,5053,1100,43952
ME,1992,30-34,92.2,11.7,66.1,177.5,4950,630,3545,770,53619
ME,1992,35-39,34.7,6.1,23.3,263.8,1860,330,1246,280,53544
ME,1992,40>,7.1,2.3,3.8,592.3,340,110,185,50,48580
ME,1996,<15,4.1,3.1,NA,5505.8,40,30,NA,NA,8932
ME,1996,15-17,33.7,12.2,16.9,721.6,870,310,436,120,25819
ME,1996,18-19,98.7,29.6,55.2,536.3,1610,480,897,230,16262
ME,1996,20-24,141.2,27.6,92.4,298,5160,1010,3378,780,36543
ME,1996,25-29,149.2,18.4,107.5,171.4,5800,720,4175,910,38846
ME,1996,30-34,91.3,8.8,68,130,4410,430,3287,700,48329
ME,1996,35-39,35.7,5.8,24.5,235.6,1970,320,1352,300,55195
ME,1996,40>,7.6,1.9,4.7,402.9,400,100,244,60,52470
ME,2000,<15,2.5,1.4,NA,1817.5,20,10,NA,NA,9093
ME,2000,15-17,26.3,9.2,13.5,681.9,710,250,363,100,26930
ME,2000,18-19,91.9,24.6,54.1,453.7,1550,410,910,220,16818
ME,2000,20-24,143.6,25.6,96.3,265.5,5030,890,3368,760,34989
ME,2000,25-29,147.3,16.4,107.7,152.7,5340,600,3901,840,36218
ME,2000,30-34,97.7,9,73.2,122.4,4260,390,3194,680,43654
ME,2000,35-39,39.9,5.2,28.5,184.4,2120,280,1512,330,53114
ME,2000,40>,9,1.4,6.2,222.7,500,80,348,80,55726
ME,2005,<15,3.1,1.5,1.2,1203.2,30,10,11,NA,9078
ME,2005,15-17,20.8,7.5,10.5,710.1,580,210,292,80,27797
ME,2005,18-19,77,19.9,45.9,433.1,1370,360,820,200,17854
ME,2005,20-24,134.2,24.3,89.6,270.9,5260,950,3513,800,39210
ME,2005,25-29,156.5,17.6,114.2,154.3,5570,630,4067,880,35600
ME,2005,30-34,116.5,9.4,88.4,106.8,4480,360,3398,720,38436
ME,2005,35-39,49.3,4.8,36.6,131.1,2270,220,1691,360,46152
ME,2005,40>,9,1.8,5.9,313.6,490,100,320,70,54661
ME,2006,<15,2.6,1.4,NA,1538,20,10,NA,NA,8745
ME,2006,15-17,19.6,7.2,9.8,734.7,540,200,271,70,27711
ME,2006,18-19,78.4,18.5,48.4,381.5,1400,330,862,210,17803
ME,2006,20-24,139.2,27.3,90.9,300.3,5500,1080,3591,830,39488
ME,2006,25-29,157.3,17.5,115,152.3,5640,630,4121,890,35828
ME,2006,30-34,116.9,9.9,88.3,112.4,4350,370,3284,690,37178
ME,2006,35-39,50,5.1,37,138.7,2280,230,1686,360,45608
ME,2006,40>,9.2,1.6,6.2,262.6,490,90,328,70,52909
ME,2007,<15,2.6,1.3,NA,1419.1,20,10,NA,NA,8542
ME,2007,15-17,19.1,7.4,9.2,809.6,520,200,251,70,27414
ME,2007,18-19,84.4,19.6,52.4,374.7,1480,350,921,220,17584
ME,2007,20-24,141.1,27.2,92.7,293.3,5520,1060,3627,830,39143
ME,2007,25-29,158.4,18.9,114.7,164.5,5790,690,4195,910,36580
ME,2007,30-34,114.7,10.5,86,122.1,4160,380,3114,660,36227
ME,2007,35-39,50.3,5.4,36.9,145.9,2240,240,1650,350,44656
ME,2007,40>,10.3,1.9,6.9,269.4,530,100,354,80,51314
ME,2008,<15,2,NA,NA,NA,20,NA,NA,NA,8004
ME,2008,15-17,19.5,6.8,10,683.8,520,180,267,70,26778
ME,2008,18-19,78.3,19.4,47.5,408.2,1400,350,850,200,17906
ME,2008,20-24,136.5,26.6,89.3,298.1,5350,1040,3503,810,39216
ME,2008,25-29,152.2,18.4,110,167.6,5590,680,4040,880,36743
ME,2008,30-34,114.2,10.2,85.9,118.5,4110,370,3091,650,35993
ME,2008,35-39,49.6,6.2,35.7,174.8,2150,270,1544,340,43307
ME,2008,40>,9.1,1.5,6.2,246.7,450,80,308,70,49579
ME,2009,<15,2.3,NA,NA,NA,20,NA,NA,NA,8019
ME,2009,15-17,18.3,6,9.7,616.5,470,150,251,70,25770
ME,2009,18-19,72.4,17.3,44.5,390.3,1300,310,796,190,17905
ME,2009,20-24,133.2,25.5,87.6,291.5,5220,1000,3430,790,39171
ME,2009,25-29,152.8,19.4,109.6,177.1,5570,710,3992,870,36433
ME,2009,30-34,113.7,9.1,86.4,104.7,4120,330,3134,660,36264
ME,2009,35-39,49.4,5.4,36.2,148.4,2080,230,1525,330,42070
ME,2009,40>,10.6,2,7,280.8,500,90,334,80,47497
ME,2010,<15,2.7,1.6,NA,2092.9,20,10,NA,NA,7808
ME,2010,15-17,15,4.5,8.3,543.3,370,110,208,50,24966
ME,2010,18-19,68,17.9,40.3,444.4,1200,320,709,170,17597
ME,2010,20-24,124.1,22.7,82.5,275.4,4870,890,3237,740,39215
ME,2010,25-29,149.7,17.2,109,158,5480,630,3987,860,36587
ME,2010,30-34,113.1,10.2,84.9,120.1,4100,370,3080,650,36287
ME,2010,35-39,48.4,5.3,35.4,149.2,1940,210,1423,310,40142
ME,2010,40>,10.5,2,6.9,289,490,90,320,70,46322
ME,2011,<15,2.2,1.8,NA,6828.6,20,10,NA,NA,7752
ME,2011,15-17,16,4.4,9.3,471.4,390,110,226,60,24251
ME,2011,18-19,58.8,13.7,36.5,375,1030,240,641,150,17573
ME,2011,20-24,118.7,21.4,79.3,269.6,4670,840,3121,710,39338
ME,2011,25-29,141.9,15.3,104.2,146.9,5250,570,3858,830,37022
ME,2011,30-34,114.2,9.7,86.3,112,4190,360,3170,670,36745
ME,2011,35-39,48.4,5.5,35.3,156.6,1860,210,1352,290,38314
ME,2011,40>,10.5,1.6,7.3,212.6,480,70,334,70,45762
ME,2012,<15,NA,NA,NA,NA,NA,NA,NA,NA,7632
ME,2012,15-17,13.7,4.5,7.2,625.6,320,110,172,50,23760
ME,2012,18-19,59.4,14.3,36.4,394.2,1020,250,626,150,17214
ME,2012,20-24,112.9,20,75.7,263.8,4450,790,2984,680,39398
ME,2012,25-29,145.2,15.9,106.4,149.5,5380,590,3943,850,37061
ME,2012,30-34,119.4,10.3,90.1,114.4,4450,380,3354,710,37229
ME,2012,35-39,49.2,5.1,36.3,141.4,1830,190,1348,290,37148
ME,2012,40>,11.8,1.8,8.2,224.3,530,80,365,80,44760
ME,2013,<15,1.6,NA,NA,NA,10,NA,NA,NA,7682
ME,2013,15-17,13.7,4.7,7.1,665.8,320,110,166,40,23401
ME,2013,18-19,51.3,12,31.7,379.3,860,200,531,130,16740
ME,2013,20-24,111.3,20.3,74.1,273.7,4380,800,2921,660,39402
ME,2013,25-29,145.2,16.4,106,154.3,5410,610,3947,850,37240
ME,2013,30-34,119.2,9.2,90.9,101.4,4480,350,3414,720,37570
ME,2013,35-39,53.1,5.3,39.4,134.5,1960,200,1452,310,36847
ME,2013,40>,12.1,2.5,7.8,322.4,530,110,339,80,43504
ME,2014,<15,1.8,NA,NA,NA,10,NA,NA,NA,7589
ME,2014,15-17,12.5,4.1,6.7,608.8,290,90,156,40,23407
ME,2014,18-19,48.5,11,30.3,364,800,180,499,120,16450
ME,2014,20-24,107.7,20,71.4,280.7,4210,780,2791,640,39083
ME,2014,25-29,141.1,16.8,102.2,163.9,5390,640,3905,840,38193
ME,2014,30-34,121,10.2,91.5,111.9,4580,390,3459,730,37810
ME,2014,35-39,56.2,5.5,41.8,132.2,2080,200,1544,330,36965
ME,2014,40>,12.2,2.4,8,295.9,510,100,337,80,42178
ME,2015,<15,NA,NA,NA,NA,NA,NA,NA,NA,7410
ME,2015,15-17,10.1,3.4,5.3,635,230,80,123,30,23078
ME,2015,18-19,47.3,10.7,29.6,361,770,170,480,110,16218
ME,2015,20-24,102.8,18.5,68.8,268.8,3950,710,2642,600,38427
ME,2015,25-29,139.9,15.1,102.7,147.4,5390,580,3957,850,38520
ME,2015,30-34,122.3,9.4,93.3,100.3,4660,360,3554,750,38086
ME,2015,35-39,57.3,6.7,41.5,162.2,2140,250,1550,340,37314
ME,2015,40>,11.1,2,7.4,268.5,450,80,300,70,40497
ME,2016,<15,NA,NA,NA,NA,NA,NA,NA,NA,7149
ME,2016,15-17,9.1,3.1,4.7,674.6,210,70,107,30,22930
ME,2016,18-19,45.8,9.6,29.3,329,730,150,467,110,15935
ME,2016,20-24,97.6,16.3,66.4,244.7,3700,620,2516,560,37869
ME,2016,25-29,139.6,14.1,103.3,136.8,5430,550,4024,860,38937
ME,2016,30-34,123.8,10.6,93.4,113.9,4810,410,3630,770,38866
ME,2016,35-39,57.3,5.4,42.8,126.6,2180,210,1629,350,38072
ME,2016,40>,12,1.7,8.5,204.3,470,70,328,70,38807
ME,2017,<15,NA,NA,NA,NA,NA,NA,NA,NA,7205
ME,2017,15-17,9.7,3.7,4.7,786.7,220,80,105,30,22434
ME,2017,18-19,42,10.4,25.5,406.2,660,160,399,100,15650
ME,2017,20-24,93.5,15.9,63.3,251.8,3480,590,2354,530,37190
ME,2017,25-29,128.8,13.3,95.1,139.7,5090,520,3757,800,39499
ME,2017,30-34,123.6,9.9,93.9,105.3,4860,390,3692,780,39316
ME,2017,35-39,58.3,6.1,43,142.2,2270,240,1676,360,39000
ME,2017,40>,11.6,1.4,8.3,173.2,440,50,314,70,37780
MD,1988,<15,30.4,18.1,8.7,2093.1,830,490,236,100,27220
MD,1988,15-17,85.4,42.7,32,1334.6,8260,4130,3096,1030,96701
MD,1988,18-19,178.6,80.8,74.8,1079.4,12220,5530,5119,1580,68415
MD,1988,20-24,192.9,71.2,95.5,745.6,37830,13960,18726,5140,196105
MD,1988,25-29,181.1,42.8,111.6,383.9,39810,9420,24539,5850,219874
MD,1988,30-34,118.5,22.6,78.1,289.1,26230,5000,17281,3960,221301
MD,1988,35-39,46.7,10.1,29.7,340.8,9330,2020,5925,1390,199808
MD,1988,40>,9.2,3.1,4.8,641.3,1610,540,846,220,175947
MD,1992,<15,23.8,12.8,8.1,1589.1,700,380,239,90,29642
MD,1992,15-17,79.3,36.6,32.6,1122.2,6850,3160,2812,880,86299
MD,1992,18-19,174.1,74.3,76.9,966.6,10280,4390,4544,1350,59082
MD,1992,20-24,203.7,78.1,98.2,796,35220,13510,16966,4740,172838
MD,1992,25-29,179.8,43.9,109.5,400.9,39010,9530,23771,5710,217004
MD,1992,30-34,126.5,23,84.3,272.6,30360,5520,20241,4600,240077
MD,1992,35-39,55.2,10.7,36.2,296.6,12150,2360,7959,1830,220030
MD,1992,40>,11.3,3.3,6.5,505.2,2250,650,1283,320,198822
MD,1996,<15,20,11.3,6.3,1784.5,680,390,216,80,34137
MD,1996,15-17,68.2,30,29.3,1024.4,6610,2910,2841,860,96869
MD,1996,18-19,164.1,70.7,71.9,984.1,9920,4280,4345,1300,60452
MD,1996,20-24,186.8,75.9,86.2,880.3,28420,11540,13109,3780,152132
MD,1996,25-29,176.3,47.5,103.3,459.8,33560,9050,19675,4840,190392
MD,1996,30-34,125.6,22.1,84.4,261.6,29990,5270,20160,4560,238892
MD,1996,35-39,60.7,11.7,39.8,293.9,14500,2800,9517,2180,238890
MD,1996,40>,13,3.3,7.8,425.8,2790,710,1670,410,214021
MD,2000,<15,14.4,8.2,4.5,1798.9,530,300,168,60,37008
MD,2000,15-17,52.9,22.8,23.3,978.2,5690,2440,2499,740,107450
MD,2000,18-19,152.4,62.3,69.9,891.1,10250,4190,4703,1360,67261
MD,2000,20-24,194.2,77,91.3,844.2,30910,12260,14522,4130,159137
MD,2000,25-29,186.3,52.8,106.9,493.8,32690,9260,18754,4680,175458
MD,2000,30-34,147.6,28.1,97.2,288.5,30890,5870,20356,4660,209331
MD,2000,35-39,71.1,14.3,46.2,309.1,17000,3410,11036,2550,239053
MD,2000,40>,16.1,4,9.7,406.8,3750,930,2278,550,233683
MD,2005,<15,7.9,4,2.9,1361.9,330,160,121,40,41300
MD,2005,15-17,34.6,13.1,16.8,780.4,4220,1600,2051,570,122005
MD,2005,18-19,118.1,44.7,57.5,777.5,8700,3290,4231,1180,73640
MD,2005,20-24,169.8,61.6,85.1,724.4,30640,11110,15343,4180,180393
MD,2005,25-29,178.9,49.3,103.9,474.9,32940,9080,19126,4730,184118
MD,2005,30-34,157,29.5,103.8,284.1,29690,5580,19628,4480,189049
MD,2005,35-39,81.2,15.5,53.5,289.4,17630,3360,11612,2660,217229
MD,2005,40>,19,4.4,11.8,370.1,4610,1060,2868,680,242628
MD,2006,<15,6.6,3,2.8,1097.5,270,120,111,30,40296
MD,2006,15-17,34.1,12.2,17.2,709.9,4220,1510,2130,580,123886
MD,2006,18-19,118.3,41.3,60.8,678.8,8910,3110,4575,1230,75253
MD,2006,20-24,167.5,54.3,89.8,604.7,30520,9900,16365,4260,182242
MD,2006,25-29,173.9,42.7,105.8,403.7,33080,8120,20120,4840,190231
MD,2006,30-34,159.4,28.2,107,263.3,29190,5160,19599,4440,183166
MD,2006,35-39,81.2,14.5,54.3,267.8,17440,3120,11667,2650,214791
MD,2006,40>,19.1,4,12.3,322.2,4550,940,2927,680,238522
MD,2007,<15,6.9,3.8,2.3,1621.2,270,150,92,30,39591
MD,2007,15-17,34.6,12.1,17.8,679.6,4290,1500,2203,590,123980
MD,2007,18-19,117.2,40.1,60.8,659.8,9030,3090,4689,1250,77068
MD,2007,20-24,163.2,51.9,88.4,587.8,30260,9630,16386,4240,185419
MD,2007,25-29,168.7,36.1,107.5,335.6,32440,6940,20674,4830,192283
MD,2007,30-34,156.1,22.2,109.8,202.1,28070,3990,19735,4350,179807
MD,2007,35-39,78.1,12,54.1,221.5,16500,2530,11430,2540,211283
MD,2007,40>,19.1,3.8,12.4,307.9,4440,890,2886,670,232536
MD,2008,<15,7.6,4.1,2.6,1601.1,290,160,98,40,38425
MD,2008,15-17,33.7,12.2,16.9,721.8,4100,1490,2058,560,121899
MD,2008,18-19,109.7,37.8,56.8,666.5,8700,3000,4502,1200,79309
MD,2008,20-24,160.9,51.3,87,589.8,30040,9580,16246,4210,186680
MD,2008,25-29,166.2,35.3,106.2,332.3,32500,6900,20760,4840,195504
MD,2008,30-34,154.2,21.8,108.5,200.5,27870,3930,19616,4320,180767
MD,2008,35-39,78.3,12,54.3,220.3,16150,2470,11196,2490,206242
MD,2008,40>,19.1,3.8,12.4,306.1,4320,860,2813,650,226342
MD,2009,<15,6.9,3.9,2.2,1791.9,260,150,83,30,38383
MD,2009,15-17,32.3,12.2,15.8,775.2,3860,1460,1881,520,119423
MD,2009,18-19,104.8,37.5,53,708.3,8430,3020,4259,1150,80429
MD,2009,20-24,156.4,52.4,82.3,637.2,29790,9980,15670,4130,190420
MD,2009,25-29,162.2,36.2,101.9,355.5,32110,7170,20179,4750,197951
MD,2009,30-34,151.8,23.4,105.1,222.2,28030,4310,19404,4310,184676
MD,2009,35-39,78.6,12.8,53.8,237,15710,2550,10752,2410,199732
MD,2009,40>,20.4,4.5,12.9,348.8,4480,990,2831,660,219749
MD,2010,<15,6.5,3.6,2.1,1677.7,240,130,80,30,37558
MD,2010,15-17,29.4,11.9,13.6,872.9,3460,1400,1602,460,117790
MD,2010,18-19,99.4,38.6,47.5,812.1,7940,3080,3794,1070,79861
MD,2010,20-24,149.4,53.9,75.2,716.9,29060,10480,14615,3970,194467
MD,2010,25-29,162.8,37.2,101.5,366.6,32570,7450,20313,4810,200085
MD,2010,30-34,152.1,24.4,104.5,233.2,28990,4640,19905,4450,190563
MD,2010,35-39,80.6,13.7,54.6,251.2,15690,2670,10627,2390,194736
MD,2010,40>,21.1,4.8,13.2,361.6,4580,1040,2865,680,216720
MD,2011,<15,7.4,4.5,2.1,2186.6,280,170,77,30,37518
MD,2011,15-17,28.4,12.6,12.1,1046,3280,1460,1397,430,115541
MD,2011,18-19,93.5,39.1,42.1,927.8,7550,3150,3400,1000,80726
MD,2011,20-24,147.4,55.4,72,768.4,28930,10870,14143,3920,196301
MD,2011,25-29,161.9,38.7,99.4,389.6,32800,7850,20139,4810,202638
MD,2011,30-34,153.4,25.5,104.4,244.1,30050,5000,20463,4590,195962
MD,2011,35-39,83.4,14.4,56.3,255.5,15750,2720,10632,2400,188869
MD,2011,40>,20.5,4.3,13.2,327.3,4430,930,2842,660,215799
MD,2012,<15,6.4,4,1.7,2342.7,240,150,63,30,36958
MD,2012,15-17,23.2,9.7,10.5,923.3,2650,1100,1194,350,114210
MD,2012,18-19,79.9,30.4,38.8,784.3,6380,2420,3092,860,79781
MD,2012,20-24,139.9,51.4,69.5,739.7,27460,10090,13639,3740,196362
MD,2012,25-29,158.3,37,98,377.6,32480,7590,20109,4780,205208
MD,2012,30-34,152.9,23.8,105.6,225,30690,4770,21198,4720,200702
MD,2012,35-39,84.6,13.9,57.8,240.9,15830,2600,10806,2420,187077
MD,2012,40>,20.1,4.1,13,315.9,4310,880,2782,640,213658
MD,2013,<15,4.7,2.8,1.4,2051.6,180,100,51,20,37235
MD,2013,15-17,21.7,9.8,9.1,1073,2440,1100,1027,320,112775
MD,2013,18-19,71,27.6,33.9,812.4,5580,2160,2663,750,78482
MD,2013,20-24,131.6,46.5,67,694,25900,9160,13193,3550,196809
MD,2013,25-29,152.9,33.3,96.9,343.4,31640,6880,20052,4700,206870
MD,2013,30-34,149.3,21.6,104.6,206.9,30630,4440,21454,4730,205099
MD,2013,35-39,82.3,12.6,57,220.8,15460,2370,10716,2380,187987
MD,2013,40>,20.6,4.1,13.4,307.8,4300,860,2797,650,208648
MD,2014,<15,4.1,2.3,1.3,1698.3,160,90,51,20,38034
MD,2014,15-17,19,8,8.5,938.2,2140,900,957,280,112409
MD,2014,18-19,66,25.6,31.5,813,5070,1970,2422,680,76817
MD,2014,20-24,128.1,44.8,65.6,682.5,25200,8820,12917,3460,196776
MD,2014,25-29,153.5,33.4,97.3,343.9,31900,6950,20212,4740,207810
MD,2014,30-34,154.9,20.9,109.9,190.4,32140,4340,22804,5000,207555
MD,2014,35-39,88.1,13.1,61.3,214.1,16830,2510,11724,2600,191119
MD,2014,40>,21.4,4.2,14,301.5,4340,850,2834,650,202627
MD,2015,<15,3,1.8,0.9,2029.9,110,70,33,10,37436
MD,2015,15-17,17.6,6.9,8.4,818.9,1990,780,947,270,112854
MD,2015,18-19,60.9,22.8,29.8,763.5,4620,1730,2267,630,75988
MD,2015,20-24,123.5,42.5,64,664.8,23990,8260,12422,3310,194220
MD,2015,25-29,155.1,34.8,97.3,357.8,32360,7270,20306,4790,208637
MD,2015,30-34,155.8,22.5,109.1,206.4,32560,4710,22814,5030,209021
MD,2015,35-39,86.6,12.4,60.8,204.7,16950,2430,11895,2620,195648
MD,2015,40>,22.1,3.9,14.9,260.3,4360,760,2932,660,196790
MD,2016,<15,2.8,1.4,1,1316.8,100,50,38,10,36364
MD,2016,15-17,15.5,6.2,7.2,866,1760,710,816,230,113290
MD,2016,18-19,59.5,22.2,29.2,759.8,4480,1670,2201,610,75298
MD,2016,20-24,117.5,40.6,60.7,667.9,22350,7710,11551,3080,190233
MD,2016,25-29,153.8,35.1,96,366.2,32090,7330,20023,4740,208663
MD,2016,30-34,156.7,22.8,109.7,207.3,32760,4760,22939,5060,209054
MD,2016,35-39,90,13,63.1,205.5,18040,2600,12653,2790,200462
MD,2016,40>,23.6,4.7,15.3,307.7,4480,900,2915,670,190249
MD,2017,<15,2.9,1.5,1.1,1416.2,110,60,39,10,36656
MD,2017,15-17,14.2,6,6.3,943.3,1600,670,713,210,112487
MD,2017,18-19,56.3,22.7,26.1,871.2,4220,1700,1954,560,74888
MD,2017,20-24,117.4,42.9,58.6,731.4,22090,8060,11022,3010,188124
MD,2017,25-29,152.5,37.6,92.7,405.5,31700,7810,19261,4630,207876
MD,2017,30-34,156.5,23.7,108.8,217.5,32840,4960,22820,5060,209816
MD,2017,35-39,89.9,13.3,62.7,212.2,18390,2720,12829,2840,204542
MD,2017,40>,24.8,5.1,16,316.6,4650,950,3003,700,187830
MA,1988,<15,12.5,6.5,4.4,1470.7,410,220,147,50,33043
MA,1988,15-17,63.4,34.5,21.2,1622.8,7580,4120,2539,920,119528
MA,1988,18-19,131.3,70.8,44.5,1591.8,13540,7300,4587,1650,103073
MA,1988,20-24,136.7,49.4,68.7,718.6,36940,13330,18558,5050,270154
MA,1988,25-29,158,33.7,100.8,334.2,46100,9830,29406,6860,291664
MA,1988,30-34,127.6,20.4,87.6,233.1,34090,5460,23410,5230,267139
MA,1988,35-39,56.2,12.7,35.2,362.5,13330,3020,8340,1970,237140
MA,1988,40>,12.2,4.7,5.8,811.8,2530,980,1207,340,207378
MA,1992,<15,12.5,7.5,3.6,2079.7,420,250,120,50,33355
MA,1992,15-17,52.8,21.3,24.5,868.3,5280,2130,2448,700,99848
MA,1992,18-19,131,59.2,54.9,1079.7,9810,4440,4110,1270,74909
MA,1992,20-24,137.7,56.2,63.2,889.6,34580,14120,15871,4590,251090
MA,1992,25-29,160.4,36.9,99.8,369.8,43080,9920,26811,6350,268554
MA,1992,30-34,137.6,23,93.6,245.7,37830,6320,25728,5780,274821
MA,1992,35-39,64.8,13.6,41.6,326.5,16290,3410,10448,2430,251345
MA,1992,40>,14,4.5,7.5,608.3,3170,1030,1695,440,227012
MA,1996,<15,9.2,5.7,2.4,2373.1,350,220,91,40,37772
MA,1996,15-17,47.3,21.5,19.7,1094.9,5150,2350,2143,660,108993
MA,1996,18-19,116.9,54.6,47.4,1152.2,8930,4170,3618,1140,76383
MA,1996,20-24,137.8,60.2,59.7,1007.5,27510,12010,11919,3580,199596
MA,1996,25-29,139.9,36.8,82.9,444.1,36360,9560,21533,5260,259862
MA,1996,30-34,144.5,24.7,97.8,252.7,39010,6670,26395,5950,269956
MA,1996,35-39,70.6,14.4,45.7,315,19000,3870,12285,2840,269021
MA,1996,40>,17.1,5.4,9.4,570.4,4190,1310,2292,590,244252
MA,2000,<15,5.9,2.9,2.2,1326.5,240,120,90,30,40586
MA,2000,15-17,33.3,14.1,14.8,951.3,3910,1660,1740,510,117476
MA,2000,18-19,93.9,41.2,40.5,1017.5,8270,3630,3568,1080,88135
MA,2000,20-24,117.8,44,57.8,760.4,24400,9110,11979,3310,207094
MA,2000,25-29,141.9,30.7,90.1,341.3,31140,6750,19768,4630,219427
MA,2000,30-34,148.6,17.9,107.4,166.8,37200,4480,26886,5830,250388
MA,2000,35-39,76.4,10.8,53.8,200.5,20860,2950,14686,3230,273081
MA,2000,40>,17.9,4.4,10.8,406.9,4770,1180,2897,700,267251
MA,2005,<15,4.6,2.7,1.4,2027,200,120,59,20,43546
MA,2005,15-17,25.5,11.2,11,1018.2,3340,1470,1440,430,131110
MA,2005,18-19,73,31,32.4,957.9,6990,2970,3100,920,95763
MA,2005,20-24,111.2,41.6,54.5,764.3,24100,9030,11809,3260,216807
MA,2005,25-29,135.4,29.3,86,340.5,28400,6140,18040,4220,209781
MA,2005,30-34,157.2,18.9,113.7,166.6,33420,4030,24157,5230,212555
MA,2005,35-39,86.1,12.1,60.7,199.1,20930,2940,14748,3240,243108
MA,2005,40>,20.5,4.2,13.3,317.4,5440,1110,3512,810,264902
MA,2006,<15,3.7,1.9,1.3,1441,160,80,56,20,42268
MA,2006,15-17,24.6,11,10.4,1057.3,3260,1460,1378,420,132395
MA,2006,18-19,74.7,30.4,34.3,886.6,7280,2970,3346,970,97451
MA,2006,20-24,110.3,39.1,56.1,696.9,24430,8660,12424,3350,221505
MA,2006,25-29,139.3,30.2,88.4,341.6,29370,6370,18640,4360,210919
MA,2006,30-34,159.1,18.5,115.6,160.2,32490,3780,23611,5100,204192
MA,2006,35-39,86.6,11.4,61.7,184,20680,2710,14750,3220,238939
