state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
NH,2016,40>,12.5,2.3,8.3,282.6,490,90,324,70,39170
NH,2017,<15,NA,NA,NA,NA,NA,NA,NA,NA,7846
NH,2017,15-17,6.6,2.9,2.9,1007.7,160,70,68,20,23758
NH,2017,18-19,27.9,8.4,15.6,537.4,510,150,285,70,18321
NH,2017,20-24,64.9,14.7,40.7,360.4,2890,650,1808,430,44461
NH,2017,25-29,126.4,15.9,90.7,175.4,5100,640,3660,800,40340
NH,2017,30-34,135.2,11.4,102.3,111.1,5410,450,4094,860,40038
NH,2017,35-39,65.3,7.1,47.9,149.2,2540,280,1859,400,38816
NH,2017,40>,13.3,2.2,9,246.6,500,80,342,80,37976
NJ,1988,<15,20.6,13.2,5.1,2612.7,960,610,235,110,46386
NJ,1988,15-17,70.8,38.2,23.9,1597.1,11510,6220,3894,1400,162680
NJ,1988,18-19,164.2,85.2,58.8,1449.4,17840,9260,6386,2200,108669
NJ,1988,20-24,178.8,73.7,81.4,905.8,54540,22490,24830,7220,304995
NJ,1988,25-29,190.7,43.9,118.7,369.6,63060,14510,39254,9300,330755
NJ,1988,30-34,134.4,22.9,91,252.2,46010,7850,31142,7010,342299
NJ,1988,35-39,55.9,13.2,34.4,384.4,17220,4080,10609,2530,308047
NJ,1988,40>,11,4.5,5,904.9,3100,1280,1414,410,282425
NJ,1992,<15,16.5,8.7,5.8,1506.5,780,410,274,100,47381
NJ,1992,15-17,61.5,29.7,24.1,1230.7,8780,4230,3439,1110,142719
NJ,1992,18-19,151.8,71.5,61,1170.9,14490,6820,5823,1850,95406
NJ,1992,20-24,185.3,77.2,83.7,922,48410,20160,21864,6390,261283
NJ,1992,25-29,185.9,43.4,115.1,376.5,59020,13770,36561,8690,317525
NJ,1992,30-34,142.2,22.3,98,227.6,51420,8070,35453,7900,361638
NJ,1992,35-39,63.7,11.5,42.6,269.5,21380,3850,14284,3240,335316
NJ,1992,40>,12.8,3.7,7.3,502.5,3880,1110,2211,550,303581
NJ,1996,<15,13.4,7.7,4.1,1903,690,400,210,80,51624
NJ,1996,15-17,62,31.9,22.4,1421.9,9490,4880,3435,1180,153170
NJ,1996,18-19,154.3,78.9,56.2,1404.3,14280,7310,5204,1770,92595
NJ,1996,20-24,186.6,87.7,75.1,1166.5,43900,20620,17680,5600,235277
NJ,1996,25-29,189.4,53.5,108.8,491.9,53670,15160,30828,7680,283318
NJ,1996,30-34,151.9,25.7,103,249.3,54110,9150,36703,8260,356248
NJ,1996,35-39,71.6,13.8,47,293.5,26210,5050,17211,3950,366024
NJ,1996,40>,16.7,5,9.3,544,5460,1650,3035,770,327615
NJ,2000,<15,10.8,7.1,2.4,2970.5,590,390,132,70,54841
NJ,2000,15-17,52.4,29.5,16.6,1779.5,8400,4730,2660,1010,160197
NJ,2000,18-19,156.3,79.4,57.5,1380.2,14750,7490,5427,1830,94394
NJ,2000,20-24,195.3,90.4,79.9,1130.9,46280,21420,18937,5930,236994
NJ,2000,25-29,188.3,55.7,105.8,526.5,50980,15090,28654,7240,270725
NJ,2000,30-34,166.2,29.6,111.3,266,54060,9630,36223,8210,325336
NJ,2000,35-39,80.4,14.9,53.4,279.4,29500,5470,19568,4460,366755
NJ,2000,40>,19.2,5.2,11.2,468.9,6920,1890,4031,1000,360275
NJ,2005,<15,8.2,5.8,1.5,3906.7,500,360,91,50,61194
NJ,2005,15-17,41.3,24.4,12,2036,7550,4470,2195,890,182913
NJ,2005,18-19,124.8,62.9,46.4,1354.4,12590,6340,4679,1570,100830
NJ,2005,20-24,174.5,75,76.7,977.6,43130,18530,18955,5640,247102
NJ,2005,25-29,190.6,55.7,107.8,516.9,50570,14780,28595,7200,265336
NJ,2005,30-34,175.4,29.8,118.8,250.5,50760,8620,34400,7740,289457
NJ,2005,35-39,89.5,15.6,60.3,258.4,29870,5200,20125,4550,333818
NJ,2005,40>,21.6,5.6,12.9,430.4,7930,2040,4736,1150,366754
NJ,2006,<15,6.8,4.3,1.7,2552.3,410,260,102,50,60077
NJ,2006,15-17,37,20.7,11.8,1752.1,6880,3860,2201,830,186109
NJ,2006,18-19,126.2,62,48.3,1282.1,12940,6360,4958,1630,102577
NJ,2006,20-24,173.3,71.2,79.2,899.6,43160,17730,19711,5720,248981
NJ,2006,25-29,189.8,53.9,108.7,495.8,50630,14380,29011,7240,266835
NJ,2006,30-34,177.3,29.7,120.6,246.4,49630,8310,33741,7580,279881
NJ,2006,35-39,91.9,15.3,62.5,244.9,30240,5040,20578,4620,329048
NJ,2006,40>,22.1,5.8,13.1,444.2,7970,2100,4718,1150,361238
NJ,2007,<15,6.5,3.7,2,1826.8,380,220,119,50,59104
NJ,2007,15-17,33,17,12,1414.4,6150,3160,2233,760,186267
NJ,2007,18-19,111.7,49.4,47.8,1033.9,11740,5190,5022,1520,105056
NJ,2007,20-24,171,69.3,79,877.6,42940,17400,19831,5710,251072
NJ,2007,25-29,190.7,52,111.2,467.4,51240,13970,29894,7380,268721
NJ,2007,30-34,181.8,30.5,123.6,246.7,50140,8410,34076,7660,275801
NJ,2007,35-39,93.2,16.4,62.6,262.6,29980,5290,20137,4560,321771
NJ,2007,40>,22.6,5.9,13.4,442.2,8010,2100,4751,1160,353824
NJ,2008,<15,5.8,4,1.2,3370.5,340,230,69,40,58321
NJ,2008,15-17,34.6,18.7,11.6,1608.9,6340,3440,2136,770,183458
NJ,2008,18-19,108.6,49.8,44.9,1109.7,11790,5410,4872,1520,108618
NJ,2008,20-24,163.6,66.7,75.3,885.9,41430,16880,19053,5500,253175
NJ,2008,25-29,185,51,107.4,474.7,50410,13900,29272,7240,272506
NJ,2008,30-34,176.7,29,120.7,240,48720,7990,33278,7450,275740
NJ,2008,35-39,91.1,15.7,61.6,254.3,28600,4910,19329,4360,313945
NJ,2008,40>,22.6,5.7,13.6,420.3,7810,1980,4701,1140,345210
NJ,2009,<15,4.5,2.7,1.3,2116.4,260,160,74,30,58370
NJ,2009,15-17,28.5,14.3,10.6,1346.2,5170,2600,1929,650,181549
NJ,2009,18-19,96.4,42.8,41,1044.1,10520,4680,4479,1360,109175
NJ,2009,20-24,156.2,63.4,72,880.8,40270,16360,18568,5350,257864
NJ,2009,25-29,177.9,47.6,104.6,455.1,48820,13060,28707,7050,274464
NJ,2009,30-34,175.4,29.1,119.5,243.4,48800,8090,33246,7460,278132
NJ,2009,35-39,90.4,15.9,60.7,261.8,27680,4870,18604,4210,306339
NJ,2009,40>,23.8,6.3,14,448,8000,2120,4724,1160,336276
NJ,2010,<15,5.3,3.4,1.3,2611.6,310,200,76,40,58067
NJ,2010,15-17,26.7,13.8,9.6,1434.5,4810,2480,1732,590,180324
NJ,2010,18-19,91.6,42.5,37.4,1137,9950,4620,4061,1270,108616
NJ,2010,20-24,147.9,60.5,67.8,891.9,38770,15850,17773,5140,262173
NJ,2010,25-29,167.3,43.3,99.7,434.8,46080,11940,27455,6680,275474
NJ,2010,30-34,170.2,27.1,117,231.5,47980,7640,32983,7360,281950
NJ,2010,35-39,90.3,15.3,61.2,250.4,26820,4550,18177,4090,296871
NJ,2010,40>,23.1,5.6,14.1,396.7,7630,1850,4665,1120,331006
NJ,2011,<15,5.1,3.5,1,3397.3,300,200,60,30,57760
NJ,2011,15-17,25.4,13.5,8.8,1532.9,4520,2400,1567,550,177832
NJ,2011,18-19,81.3,36.4,34.4,1058.7,8960,4010,3791,1160,110324
NJ,2011,20-24,140.8,56.5,65.6,860.9,37260,14940,17353,4960,264562
NJ,2011,25-29,164.1,41.2,99,416.1,45180,11340,27255,6590,275278
NJ,2011,30-34,170.4,27.2,117,232.6,48490,7750,33305,7440,284553
NJ,2011,35-39,90.7,14.8,62,238.1,26080,4250,17837,3990,287586
NJ,2011,40>,23.2,5.4,14.4,376,7610,1770,4715,1120,327614
NJ,2012,<15,4.2,2.4,1.3,1938.4,240,140,72,30,57248
NJ,2012,15-17,19.3,9.2,7.7,1198.8,3380,1610,1343,430,175151
NJ,2012,18-19,68.1,27.9,31.2,894.3,7490,3070,3429,990,110019
NJ,2012,20-24,131.5,51.2,62.7,816.6,35310,13740,16827,4740,268548
NJ,2012,25-29,165.3,43.1,98.3,438,45120,11750,26832,6540,272924
NJ,2012,30-34,170,28.1,116,242.2,48600,8030,33144,7430,285828
NJ,2012,35-39,92.7,15.3,63.1,243,26260,4350,17899,4010,283458
NJ,2012,40>,24.3,6.2,14.6,426,7820,2000,4684,1140,321751
NJ,2013,<15,4.1,2.9,0.8,3817.3,230,160,43,30,56862
NJ,2013,15-17,18.2,9.1,6.8,1331.7,3150,1580,1183,390,173229
NJ,2013,18-19,64.7,28.5,27.8,1025.9,7000,3080,3005,910,108227
NJ,2013,20-24,124.3,49.5,58.2,850.6,33990,13540,15913,4540,273470
NJ,2013,25-29,161.8,42.1,96.3,436.9,43960,11430,26158,6370,271649
NJ,2013,30-34,170.6,27,117.5,229.6,48860,7720,33638,7500,286393
NJ,2013,35-39,93.5,14.8,64.4,229.3,26380,4170,18165,4050,282123
NJ,2013,40>,22.9,5.3,14.2,371.2,7190,1660,4470,1060,313969
NJ,2014,<15,2.9,1.7,0.9,1894.6,170,100,51,20,57357
NJ,2014,15-17,15.8,8,5.8,1378.2,2730,1380,1004,340,172065
NJ,2014,18-19,57.9,25.1,25.2,996.1,6140,2660,2674,800,106083
NJ,2014,20-24,118.4,46.9,55.7,841.1,32770,12970,15420,4380,276742
NJ,2014,25-29,167.1,45.8,97.3,471.3,45280,12420,26349,6510,270904
NJ,2014,30-34,175.2,27.1,121.2,223.4,49970,7720,34565,7690,285284
NJ,2014,35-39,97.5,16.7,65.9,253.4,27590,4730,18659,4200,283141
NJ,2014,40>,25.3,6.6,15,438.4,7710,2010,4583,1120,304974
NJ,2015,<15,2.8,1.9,0.6,3193.9,160,110,33,20,56316
NJ,2015,15-17,16.2,8.9,5.3,1663.7,2780,1530,918,340,171715
NJ,2015,18-19,58.7,27.8,23.4,1187,6150,2920,2456,780,104785
NJ,2015,20-24,116.2,47.7,53.1,897.8,32220,13220,14728,4270,277248
NJ,2015,25-29,169.3,48,97.1,493.8,46110,13060,26454,6600,272350
NJ,2015,30-34,178.4,28.9,122.1,237,50540,8200,34600,7740,283361
NJ,2015,35-39,99.3,16.8,67.3,249.5,28330,4790,19216,4320,285333
NJ,2015,40>,26.1,6.3,16,392.1,7700,1850,4722,1130,295122
NJ,2016,<15,2.9,2.1,0.5,4375.8,160,120,27,20,55223
NJ,2016,15-17,15.5,9,4.6,1944.2,2640,1540,791,310,170476
NJ,2016,18-19,57.4,28.4,21.8,1299.2,5970,2950,2269,750,103905
NJ,2016,20-24,115.7,49.3,51.3,961.4,31890,13580,14124,4180,275510
NJ,2016,25-29,169.8,50.3,95.4,526.9,46520,13770,26141,6610,274023
NJ,2016,30-34,180.6,30,123,243.7,51140,8490,34832,7820,283140
NJ,2016,35-39,101.7,17.5,68.8,253.9,29250,5020,19769,4460,287433
NJ,2016,40>,27.1,6.7,16.4,406.4,7730,1910,4694,1130,285413
NJ,2017,<15,2.3,1.6,0.5,3243.2,130,90,27,10,55485
NJ,2017,15-17,NA,NA,4,NA,NA,NA,685,NA,169143
NJ,2017,18-19,NA,NA,20.8,NA,NA,NA,2152,NA,103333
NJ,2017,20-24,110.4,47.1,48.9,963.6,30240,12890,13381,3970,273844
NJ,2017,25-29,165.2,49.6,92.2,538.2,46040,13830,25692,6520,278758
NJ,2017,30-34,181.1,31.5,122.1,258.2,51130,8890,34451,7780,282267
NJ,2017,35-39,102.8,18.3,68.9,265.5,29800,5300,19972,4520,289976
NJ,2017,40>,28.4,6.9,17.4,395.7,8000,1940,4890,1170,281357
NM,1988,<15,11.7,4.4,5.7,764.5,130,50,63,20,10993
NM,1988,15-17,79.7,25.3,43.3,583.3,2800,890,1522,390,35152
NM,1988,18-19,194.4,48.3,117.7,410,4400,1090,2663,640,22621
NM,1988,20-24,220.2,44.2,143,308.9,12480,2500,8102,1870,56663
NM,1988,25-29,178.7,27.8,123.5,224.9,11350,1760,7839,1740,63497
NM,1988,30-34,107.3,17.1,73.7,232.2,6960,1110,4784,1070,64908
NM,1988,35-39,46.4,10,29.5,337.7,2730,590,1740,410,58913
NM,1988,40>,11.7,3.9,6.2,622,570,190,302,80,48473
NM,1992,<15,12.9,4.6,6.5,697,160,60,80,20,12229
NM,1992,15-17,84.2,21.1,50.9,414,2990,750,1808,440,35535
NM,1992,18-19,195.9,42.6,124.1,343.4,4520,980,2862,670,23053
NM,1992,20-24,236.7,47.1,154.1,305.3,12720,2530,8282,1910,53732
NM,1992,25-29,181.4,27.5,125.9,218.1,10550,1600,7324,1620,58151
NM,1992,30-34,105.1,14.9,73.9,201.6,7250,1030,5097,1120,68963
NM,1992,35-39,47.8,9.5,31.1,306.3,3150,630,2048,470,65871
NM,1992,40>,12.5,3.6,7.1,503.3,740,210,421,110,59037
NM,1996,<15,12.5,5,5.8,857.5,180,70,84,20,14454
NM,1996,15-17,72.1,16.4,45.1,363.4,3030,690,1892,450,41965
NM,1996,18-19,168.4,31.2,111.8,278.9,4340,800,2883,660,25792
NM,1996,20-24,201.1,35.5,135.1,262.8,11680,2060,7844,1770,58068
NM,1996,25-29,175.1,24.6,123.4,199.4,9700,1360,6831,1500,55375
NM,1996,30-34,99.5,12.5,71.4,175.8,6760,850,4851,1060,67963
NM,1996,35-39,45.8,7.1,31.6,225.8,3370,530,2326,520,73602
NM,1996,40>,12.2,2.9,7.6,377.4,840,200,517,120,68237
NM,2000,<15,10.2,3.4,5.4,633.2,150,50,78,20,14472
NM,2000,15-17,63.4,15,39.1,382.9,2760,650,1700,410,43474
NM,2000,18-19,164.7,32.9,107.1,306.8,4540,910,2955,680,27592
NM,2000,20-24,203.5,36.7,135.9,269.7,12230,2200,8173,1860,60118
NM,2000,25-29,170.7,26.3,118.2,222.2,9790,1510,6775,1510,57327
NM,2000,30-34,108.1,13.8,77.4,179.1,6420,820,4597,1000,59430
NM,2000,35-39,48.6,7.5,33.6,224.7,3430,530,2373,530,70709
NM,2000,40>,12.8,3,7.9,378.6,920,220,572,140,72304
NM,2005,<15,9.9,2.5,5.9,415.3,150,40,88,20,14800
NM,2005,15-17,56.7,11.7,36.5,321.7,2520,520,1619,380,44400
NM,2005,18-19,148.6,26.7,99.4,268.3,4260,770,2852,650,28695
NM,2005,20-24,195.1,34.9,130.6,267.3,13400,2400,8968,2030,68670
NM,2005,25-29,170.1,23.9,119.8,199.8,10600,1490,7464,1640,62297
NM,2005,30-34,114.6,13.8,82.8,166.8,6650,800,4805,1040,58020
NM,2005,35-39,54.7,7.5,38.7,193.3,3360,460,2381,520,61496
NM,2005,40>,14.4,3,9.2,329.8,1030,220,658,150,71557
NM,2006,<15,7.1,1.8,4.3,422.3,100,30,61,10,14337
NM,2006,15-17,56.1,12.5,35.3,353.1,2530,560,1592,370,45071
NM,2006,18-19,158.7,28.8,105.8,272.3,4550,830,3036,690,28694
NM,2006,20-24,203.5,37.1,135.5,273.8,13930,2540,9280,2110,68471
NM,2006,25-29,172.9,24.4,121.7,200.7,11160,1580,7854,1730,64522
NM,2006,30-34,118.7,14.2,85.9,165.3,6900,830,4995,1080,58162
NM,2006,35-39,56.7,7.4,40.4,184.3,3500,460,2497,550,61821
NM,2006,40>,13.9,2.9,8.9,326.2,970,200,621,140,69764
NM,2007,<15,9.9,3.4,5.1,675.4,140,50,72,20,14174
NM,2007,15-17,56.5,12.5,35.7,349.8,2540,560,1604,380,44969
NM,2007,18-19,163,30.3,108,280.5,4700,870,3116,710,28842
NM,2007,20-24,205.4,38.3,136.1,281.6,14090,2630,9330,2130,68569
NM,2007,25-29,173.7,24.4,122.4,199.4,11580,1630,8160,1790,66683
NM,2007,30-34,122.3,14.7,88.5,166.2,7150,860,5168,1120,58413
NM,2007,35-39,59,8.8,41.1,214.8,3690,550,2572,570,62626
NM,2007,40>,13.8,3,8.8,337.9,930,200,594,140,67484
NM,2008,<15,9.1,3.4,4.5,746.6,130,50,63,20,13968
NM,2008,15-17,55.7,11.4,36,315.6,2470,500,1599,370,44395
NM,2008,18-19,148.8,26.6,99.6,266.7,4390,780,2941,670,29517
NM,2008,20-24,201.5,35.2,135.6,259.9,13790,2410,9279,2100,68422
NM,2008,25-29,169.4,22.5,120.5,187,11390,1520,8103,1770,67237
NM,2008,30-34,119.1,13.8,86.7,158.8,7090,820,5155,1110,59488
NM,2008,35-39,53.9,7.4,38.2,193.2,3370,460,2389,520,62588
NM,2008,40>,15.1,2.9,9.9,292.1,980,190,644,150,64964
NM,2009,<15,8.5,3.6,3.8,958.9,120,50,52,20,13806
NM,2009,15-17,53,10.9,34.1,320.1,2310,480,1486,340,43552
NM,2009,18-19,144.4,24,98.3,243.8,4330,720,2952,660,30019
NM,2009,20-24,184.4,30.9,125.3,246.5,12690,2130,8625,1940,68808
NM,2009,25-29,165.6,21.9,118,185.4,11260,1490,8022,1750,67997
NM,2009,30-34,111.6,13.1,80.9,162.3,6800,800,4933,1070,60951
NM,2009,35-39,52.8,7.4,37.2,198.5,3300,460,2325,510,62472
NM,2009,40>,16.7,4.7,9.5,496.6,1060,300,605,150,63412
NM,2010,<15,6.9,2.6,3.3,792.4,100,40,46,10,13783
NM,2010,15-17,46.4,9.5,30,315.9,2000,410,1290,300,43010
NM,2010,18-19,129.2,23,86.6,265.7,3850,690,2582,590,29812
NM,2010,20-24,173.4,29.5,117.4,251.6,12120,2060,8205,1850,69880
NM,2010,25-29,155.3,20.4,110.7,184.4,10640,1400,7584,1660,68513
NM,2010,30-34,111.5,13.6,80.4,169.8,7070,870,5100,1110,63457
NM,2010,35-39,55.4,7.5,39.3,189.7,3420,460,2429,530,61813
NM,2010,40>,15,3,9.8,311.7,950,190,614,140,62974
NM,2011,<15,7.5,3.3,3.2,1034.3,100,50,44,10,13724
NM,2011,15-17,40.7,8.3,26.3,316.1,1720,350,1110,260,42166
NM,2011,18-19,116,18.3,79.9,228.8,3400,540,2342,520,29298
NM,2011,20-24,160.6,26.1,110,237.3,11530,1870,7895,1770,71805
NM,2011,25-29,155,18.6,112.1,166.3,10710,1290,7744,1680,69104
NM,2011,30-34,109.5,12.2,80,152.9,7130,800,5215,1120,65181
NM,2011,35-39,53.4,6.9,38.1,181.4,3250,420,2322,510,60893
NM,2011,40>,15.4,3.4,9.8,345,970,210,617,140,63231
NM,2012,<15,6.6,1.9,3.7,517,90,30,51,10,13756
NM,2012,15-17,37.2,7.6,24.1,316.7,1550,320,999,230,41535
NM,2012,18-19,113.9,16.3,80,203.4,3240,460,2276,500,28438
NM,2012,20-24,152.7,21.6,107.4,200.9,11200,1580,7883,1730,73375
NM,2012,25-29,150.3,17.1,109.6,156.2,10330,1180,7531,1620,68736
NM,2012,30-34,109.5,11.4,80.8,141.4,7280,760,5368,1150,66459
NM,2012,35-39,54.1,6.4,39.2,163.6,3270,390,2373,510,60503
NM,2012,40>,13.7,2.3,9.3,244.6,860,140,587,130,62855
NM,2013,<15,4.8,1.8,2.3,761.4,70,30,33,NA,14049
NM,2013,15-17,33.2,6,22.1,272.9,1360,250,909,210,41071
NM,2013,18-19,103,13.2,73.7,179.8,2870,370,2050,450,27819
NM,2013,20-24,144.4,18.6,103.3,179.8,10740,1380,7681,1670,74335
NM,2013,25-29,149.1,15.2,110.3,138.2,10210,1040,7552,1610,68466
NM,2013,30-34,104,9.7,77.7,124.8,7020,660,5251,1120,67546
NM,2013,35-39,52.4,5.5,38.6,141.5,3160,330,2331,500,60350
NM,2013,40>,12.9,2.2,8.8,250.7,810,140,547,120,62483
NM,2014,<15,4.6,1.7,2.2,794,60,20,31,NA,14082
NM,2014,15-17,28.3,5.3,18.7,283.5,1160,220,768,180,41082
NM,2014,18-19,92.8,12.8,65.6,195.2,2510,350,1775,390,27052
NM,2014,20-24,140,17.5,100.6,174.4,10340,1300,7431,1620,73900
NM,2014,25-29,149.4,15.3,110.5,138.2,10190,1040,7537,1610,68222
NM,2014,30-34,108.4,9.6,81.6,117.1,7370,650,5544,1170,67939
NM,2014,35-39,53.6,5.5,39.6,138.1,3260,330,2413,520,60886
NM,2014,40>,13,2,9.1,215.7,790,120,553,120,61070
NM,2015,<15,3.5,1.6,1.4,1106.2,50,20,20,NA,13870
NM,2015,15-17,25.3,4.7,16.7,282.9,1050,200,694,160,41501
NM,2015,18-19,88.6,13.9,61.1,227.3,2360,370,1626,360,26598
NM,2015,20-24,138.4,18.1,98.7,183.5,10030,1310,7157,1560,72485
NM,2015,25-29,150.2,15,111.4,134.6,10260,1030,7613,1630,68323
NM,2015,30-34,110.9,10.3,82.9,124.8,7540,700,5638,1200,68013
NM,2015,35-39,55.4,5.5,41.1,134.1,3430,340,2544,540,61909
NM,2015,40>,13.2,2.4,8.7,278,790,150,524,120,59983
NM,2016,<15,3.7,1.8,1.5,1194.8,50,20,20,NA,13493
NM,2016,15-17,23.6,5.2,14.9,347.7,990,220,624,150,41797
NM,2016,18-19,77.9,13.3,52.7,252.2,2060,350,1395,310,26465
NM,2016,20-24,131.2,18.6,92.3,201.9,9280,1320,6527,1440,70732
NM,2016,25-29,145.2,15.6,106.7,146.4,10010,1080,7353,1580,68900
NM,2016,30-34,110.1,9.9,82.7,119.8,7500,670,5632,1190,68119
NM,2016,35-39,55.9,6.3,40.8,155.2,3540,400,2580,560,63265
NM,2016,40>,14.1,2.4,9.5,255.6,830,140,561,130,58842
NM,2017,<15,3.1,1.5,1.2,1221.6,40,20,17,NA,13736
NM,2017,15-17,NA,NA,14.1,NA,NA,NA,581,NA,41161
NM,2017,18-19,NA,NA,48.9,NA,NA,NA,1315,NA,26877
NM,2017,20-24,123.6,16.6,87.8,188.7,8520,1140,6054,1330,68966
NM,2017,25-29,140.3,14.5,103.7,139.7,9760,1010,7213,1540,69582
NM,2017,30-34,106.7,9.8,80,122.6,7220,660,5406,1150,67606
NM,2017,35-39,55.2,5.8,40.7,142.5,3560,370,2624,560,64522
NM,2017,40>,14,2.3,9.5,239.7,820,130,557,120,58417
NY,1988,<15,19.9,12.8,4.9,2607.5,2200,1410,540,250,110258
NY,1988,15-17,75.6,41.6,24.9,1673.9,28550,15710,9388,3450,377495
NY,1988,18-19,163.5,83.4,59.8,1395.6,45290,23110,16559,5620,277029
NY,1988,20-24,193,79.5,88,903.8,144160,59380,65702,19080,747015
NY,1988,25-29,192.9,51.7,113.3,456.8,154730,41520,90881,22330,802288
NY,1988,30-34,138.4,30.3,87.6,346,107760,23590,68172,15990,778485
NY,1988,35-39,60.1,16.4,35.1,467.6,43060,11750,25116,6200,716096
NY,1988,40>,14,5.3,6.8,783.5,8850,3360,4292,1190,630312
NY,1992,<15,21.1,13,5.7,2294.7,2390,1470,641,280,113220
NY,1992,15-17,79.3,41,28.5,1439.7,26880,13900,9658,3320,339209
NY,1992,18-19,174.7,84.5,68.1,1242.1,40300,19510,15705,5090,230742
NY,1992,20-24,205,89,89.3,997,141070,61240,61422,18410,688133
NY,1992,25-29,203.9,60.8,114.1,532.9,156010,46540,87346,22120,765201
NY,1992,30-34,151.1,36.1,92.9,388.4,123280,29420,75758,18090,815714
NY,1992,35-39,71.9,19.6,42,466.4,53970,14690,31503,7770,750892
NY,1992,40>,17,6.2,8.5,737.7,11780,4320,5854,1600,692481
NY,1996,<15,15.7,9.8,4.1,2369.8,1910,1190,502,220,121913
NY,1996,15-17,66.7,34.1,24.4,1396.9,23990,12250,8767,2980,359628
NY,1996,18-19,158.3,74.8,63.4,1179.5,37730,17820,15109,4800,238343
NY,1996,20-24,189.8,79.9,84.9,940.3,113650,47830,50866,14960,598790
NY,1996,25-29,181.1,55.2,100.3,550.1,131120,39960,72637,18520,723873
NY,1996,30-34,147.8,33.2,92.8,357.3,117190,26280,73567,17340,792683
NY,1996,35-39,73.4,18.2,44.5,409,58350,14460,35366,8520,795107
NY,1996,40>,18.4,5.9,9.9,599.7,13290,4290,7149,1860,722097
NY,2000,<15,12.3,8.1,2.8,2873.3,1550,1020,355,170,125802
NY,2000,15-17,56.9,31.4,18.7,1681.9,21220,11700,6958,2560,372746
NY,2000,18-19,139.9,67.5,54.7,1234.3,35360,17060,13825,4470,252674
NY,2000,20-24,184.7,77.5,82.8,936.4,115390,48450,51741,15190,624776
NY,2000,25-29,181.8,55.7,100.5,554.3,120200,36820,66418,16970,661187
NY,2000,30-34,155,34.9,97.2,359,114240,25720,71626,16900,737160
NY,2000,35-39,80,19.4,48.9,396.4,63450,15370,38785,9290,793110
NY,2000,40>,21.2,6.5,11.7,555.3,16350,5010,9029,2310,770921
NY,2005,<15,9.9,6.9,2,3522.5,1320,920,261,140,133357
NY,2005,15-17,46.1,27.4,13.3,2060.4,18530,11010,5345,2170,402075
NY,2005,18-19,120.2,60.6,44.6,1359.2,31600,15930,11723,3940,262951
NY,2005,20-24,169.8,71.2,76.2,933.6,110400,46280,49572,14540,650289
NY,2005,25-29,174.3,53.5,96.2,556.8,115690,35540,63833,16320,663807
NY,2005,30-34,159.8,35,101.1,345.9,104060,22770,65840,15450,651342
NY,2005,35-39,88.5,20.1,55.3,363.7,63230,14370,39517,9340,714428
NY,2005,40>,23.9,7.2,13.4,536.6,18370,5510,10260,2600,768261
NY,2006,<15,8.8,6.1,1.7,3642.7,1150,800,220,120,130724
NY,2006,15-17,44.7,26.6,12.9,2070.7,18150,10810,5220,2120,406058
NY,2006,18-19,119.5,58.5,46,1272.5,31770,15550,12222,4000,265792
NY,2006,20-24,169.5,68.7,78.2,878.7,111060,45040,51261,14760,655210
NY,2006,25-29,174.9,52.4,97.7,536.2,117710,35260,65762,16680,672948
NY,2006,30-34,162.4,34.8,103.4,336.2,102290,21900,65160,15220,629903
NY,2006,35-39,89.5,19.4,56.8,340.6,63000,13630,40010,9360,704167
NY,2006,40>,23.7,6.7,13.6,490.4,17830,5030,10249,2550,752639
NY,2007,<15,8.6,6.2,1.5,4050.1,1090,780,193,120,127035
NY,2007,15-17,42.9,24.8,13,1905,17420,10070,5285,2060,405793
NY,2007,18-19,117.2,56.9,45.5,1248.4,31740,15400,12336,4010,270829
NY,2007,20-24,166.5,66.5,77.7,856.1,110640,44230,51659,14750,664639
NY,2007,25-29,175.8,51,99.7,511.6,119000,34540,67509,16960,676978
NY,2007,30-34,164.2,33.7,106,317.9,102870,21100,66378,15390,626341
NY,2007,35-39,90.2,19.3,57.5,335.4,62170,13290,39626,9250,689503
NY,2007,40>,24.5,6.8,14.2,476,18040,4980,10465,2590,734997
NY,2008,<15,9.1,6.2,2,3145.6,1140,770,244,130,124349
NY,2008,15-17,42.2,24.4,12.8,1903.3,16770,9690,5091,1990,397803
NY,2008,18-19,113.8,55.9,43.6,1281.6,31830,15630,12198,4000,279810
NY,2008,20-24,164.9,67.3,75.7,889.5,111300,45450,51093,14760,675030
NY,2008,25-29,173.2,52.2,96.5,540.5,119090,35870,66359,16860,687715
NY,2008,30-34,164.6,36,104.2,344.9,103820,22670,65736,15410,630631
NY,2008,35-39,92.2,20.4,58.1,351.8,62080,13760,39119,9200,673509
NY,2008,40>,25.6,7.3,14.7,495.9,18400,5230,10543,2630,717856
NY,2009,<15,8.6,6,1.7,3609.2,1080,750,208,120,124523
NY,2009,15-17,39.8,23,12,1914,15550,9000,4703,1840,390613
NY,2009,18-19,107.2,52.7,41,1283.8,30310,14900,11603,3810,282788
NY,2009,20-24,157.5,64.3,72.3,889.8,108390,44270,49746,14380,688014
NY,2009,25-29,169.2,50.5,94.8,532.3,117940,35160,66055,16730,696897
NY,2009,30-34,163.7,34.8,104.5,332.5,104950,22280,67029,15630,641198
NY,2009,35-39,91.4,19.8,58,340.5,59870,12950,38023,8900,655268
NY,2009,40>,26.4,7.3,15.4,473,18480,5080,10743,2660,699158
